,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A
O43447,0.356602856,0.322987301,0.733766274,-0.330648833,0.342848033,-0.157096931,0.160423726,-2.124858235,-0.516763657,0.283203674,0.130901956,-0.491667771,0.726374224,-0.59717584,-0.54538405,0.057764628,0.052608935,NA,-1.181797098,-0.237649137,0.132587885,-0.169510596,0.181059904,-0.16799644,-0.837199713,0.068793092,0.324202692,0.566822384,0.445743081
O43488,0.116275404,0.746946612,0.099525231,0.27370619,-0.20877808,-0.310094644,0.454218749,0.597119731,-0.240520233,0.344074794,-0.603318618,-0.146228739,-0.484843534,0.401736712,0.216815111,-0.48481294,1.039828463,0.788865816,0.19623608,-0.941375448,-0.076143213,-0.11286106,0.669513247,-0.323536206,-0.026841792,0.355432123,-0.518124609,0.070566366,0.613517692
O43491,-0.11193294,0.307931608,0.401114599,-0.179749771,-0.74011084,0,0.028881835,0.034499875,-0.10438008,-0.345811436,0.028292392,0.278119163,0.04214577,0.128385394,-0.296901268,-0.392567148,-0.054865059,-0.752185144,0.066669152,-0.756243983,0.021759347,0.574163871,0.22757597,-0.279144392,0.034298293,-0.261310941,-0.800922026,-0.089629215,0.359822106
O43491-4,-1.898526825,NA,-0.392995033,-0.322518237,0.070340092,0.80994849,-0.247677506,-0.137432575,1.09026068,0.079028621,-0.224646147,-0.633713538,0.878990019,0,1.682825196,-0.039816588,-1.731330429,0.38413989,1.168142338,-0.246619028,1.033918446,2.840106809,0.017971538,-1.83433482,0.018437597,-0.731109374,NA,-0.16440897,0.947469801
O43504,-1.698819328,-1.075120415,-1.271915976,0.220905264,-1.23937977,0.887445203,-0.382360853,0.32158767,NA,0.292855302,0.857991947,0.439573779,-0.023650215,0.202926872,-0.600339381,0.53739719,0.247243362,-0.508595533,0.35755042,0.529132247,0.314712946,NA,-0.054458257,0.25574041,-0.216261754,-0.249155698,0.123303242,-0.573224926,0.540598321
O43615,-0.46046814,-0.491377671,-0.015150335,0.148712188,0.345122715,-0.168113362,-0.577535192,-0.122138818,-0.100640396,-0.2537319,-0.561932292,0.473004382,-0.470124132,-0.164291408,-0.187068185,0.025106712,-0.652541505,-0.36467154,0,-0.185182174,-0.598106701,-1.771664312,-0.747386274,0.234914072,-0.251790994,-0.456920411,-0.692144588,0.246903873,-0.101157111
O43617,0.95943239,1.00016144,2.729539981,-0.328688062,NA,-0.668503423,NA,-0.719807796,0.521275257,-0.199187044,1.572582939,-1.403139027,0.867074567,0.137514638,-0.751263258,-2.732467495,0.296026816,-2.080618305,0.724455035,NA,NA,NA,-1.868345752,-1.373690021,-0.591004582,-0.236344397,1.202592338,-1.523627327,0.920103788
O43639,-0.948237926,0.801541077,0.096363542,0.074427696,-0.091006887,-1.646777636,-0.24097725,-0.230237455,0.398828391,-0.311021422,-0.040548752,0.107675951,-1.283808814,0.817056086,-1.398698818,0.49937916,0.290334174,0.904830135,0.225627961,-0.57029256,0.639876776,1.325705494,-0.208701168,0.757623778,-0.270254604,-0.000283268,0.431948847,0.765523032,-0.334369253
O43678,0.514520621,0.386800851,0.395716877,0.398189686,0.539052191,NA,-0.016409797,-0.65599538,NA,0.172677814,0.130861001,-0.041608827,0.336559103,0.1572819,-0.250332596,0.389442676,0.361659844,-1.083254553,-0.230051235,-0.312929683,-1.433036856,-0.175234663,0.499181823,0.085196713,0.370221543,0.337277849,-0.466646908,0.918286617,-0.270022562
O43681,0.336869051,0.238292172,-0.167375065,0.219642463,0.185611909,0.150496803,-0.243088488,0.086587056,-0.086888466,-0.108734666,-0.43254923,-0.46337415,0.142498669,0.186625573,-0.154221067,0.185312613,-0.186728482,0.196614343,0.325639197,-0.076992821,-0.472190201,-0.265775386,-0.081376872,-0.330368966,-0.779388473,-0.219476512,-0.464902027,0.126924993,0.194840234
O43684,-0.437839761,0.114778769,-1.419394408,-0.427131858,0.645491251,0.516223548,0.362904644,-0.895178861,-0.078627078,-1.505563043,-0.026627008,-0.17155185,NA,0.696962843,0.27624641,-1.324622725,0.43803586,0.053699267,-0.240198392,0.009331688,0.35560277,-0.194145654,0.189976557,-0.251654466,0.597080653,-0.502583293,NA,0.51646008,0.593752765
O43707,-0.086448313,-0.081235521,-0.086432487,0,-0.126265813,-0.03848179,0.047254949,0.090081703,-0.332068355,-0.105708481,0.038583879,0.272607464,-0.252636423,0.270149446,0.132857318,0.303987262,-0.239219701,0.062272027,-0.327275661,0.318739442,0.316325068,0.193103437,0.309921698,0.330008936,-0.124867627,0.135533682,-0.36953311,0.115192172,-0.616970425
O43752,-0.043663801,0.073110936,-0.997204427,0.473518693,1.098174966,0.026351759,0.120354462,-0.88348381,-0.217294848,-0.362335318,-0.210246196,-0.04644528,-0.17879242,-0.6033937,0.484169718,-1.33252153,-0.386360577,0.647704367,0.117323848,0.651136941,-0.098353401,0.115532271,-0.992523864,-0.777837356,-0.258928162,0.534792293,-0.261742829,-0.280764736,0.490407386
O43768,0.102505663,1.771311472,-0.631751931,-0.523196123,-3.171749881,0.569154033,0.454244415,0.803590485,-0.487033273,0.438296872,-0.409535972,0.945203808,NA,0.745901138,-1.185223525,-0.127797904,-0.143397514,-0.09863367,-0.505195509,-1.449146623,0.036039869,0.973906269,1.184462347,0.94738734,-2.866603941,-2.507215756,-0.34177745,0.155966274,1.033277207
O43776,-0.075599781,-0.079878283,-0.335514634,-0.395283031,-0.732171519,-0.346815462,0.016108518,0.691805647,-0.547678972,-0.090718864,0.018204903,0.369483751,0.009228696,-0.003893569,0.310090751,-0.191170985,-0.116219823,-0.131102015,0.393502242,-0.158307474,0.13885433,0.128089803,-0.173750488,0.251810018,-0.388157666,0.048454497,0.357102241,-0.462824753,-0.086644646
O43795,-1.366264675,-0.191248599,0.592992378,-0.894067758,-0.645418385,-1.026674149,-0.940746703,0.694788723,1.082398556,-0.586259801,-0.071842864,-0.236205264,0.713319829,1.025791399,0.076210532,-1.338382135,0.299162762,0.247805219,0.345734892,0.563016545,-0.666102488,0.483353438,-0.774918037,-0.684007791,-0.186679758,-0.282561084,0.140260974,-0.007053539,0.163249488
O43813,0.102210959,-0.178672994,-0.179039228,-0.376242744,0.421269558,-0.401644804,0.518603872,0.144550885,-0.472772013,0.235397437,0.390837192,0.019038792,-1.118959122,-0.530970005,-0.224769081,-0.260761539,0.525016572,0.089777265,0.321971097,0.515852294,0.40674892,-0.461177718,0.351535659,-0.227136875,0.639574399,-0.218776787,-0.547283066,0.355676373,-0.094504697
O43837,0.098019965,-0.178998431,0.248022799,0.363567937,0.278644783,-0.407611522,0.545773092,0.197142816,0.379034731,0.047140277,-0.128941564,0.031854991,0.087632601,-0.424241585,-0.101563252,0,0.080864951,0.308458606,0.309608745,-0.197477467,-0.203771493,-0.757100955,0.27070158,-0.466232755,-0.162809172,0.117028979,0.10834935,-0.167037112,-0.146178815
O43852,-0.094460299,-0.156308731,-0.444955482,-0.182340394,-0.512796036,1.029929034,0.662593807,-0.156405727,-1.505388549,0.663287043,-0.591146995,1.140938318,0.028306551,-0.231658877,-1.254685013,-0.228717231,0.199249535,0.064072884,-2.050961797,-0.412408622,0.617521254,0.578106314,-0.073998489,-0.23226945,-0.412770707,0.205547085,0.31137046,0.290461096,-0.339442074
O60218,-0.514585662,-0.823631672,NA,-0.007642204,0.35796081,0.391386857,-0.138497941,-0.854023495,0.431078871,-0.716229626,0.449693301,0.104673699,0.720570187,-1.453646909,-1.009539808,0.442427392,-2.48763804,-0.094754731,-0.14641668,0.165649555,0.768016866,1.077123956,0.145018954,-0.530307454,-0.041267005,-0.730227166,-0.908595285,0.504327888,0.740035712
O60220,1.11846027,-0.878003383,-0.044276837,0.18568142,-0.45255338,-0.370546725,-0.898495603,0.532811849,-0.516653094,0.361413884,0.784924025,0.186019874,-1.694723242,0.698700832,0.750050022,0.865310968,0.935993955,0,0.361062426,0.450930282,-0.008173257,-2.524523978,0.240983003,0.58801026,0.356655445,0.245237605,-0.3182591,0.424868792,0.133529055
O60313-2,-0.151175704,-0.30997229,0.004621026,-0.181738075,0.720559328,-0.75574234,-0.237297906,0.083145075,0.029263041,-0.383547785,0.01098123,0.006741646,-0.086033477,0.004171653,0.496748187,0.094219432,0,-0.126588846,0.160946861,0.081291271,-0.732656004,-1.055157798,-0.319487407,0.341682049,0.125369648,0.202290953,0.148847952,-0.095338229,-0.803030494
O60383,-0.778457665,0.217043166,-0.286553792,0.122983837,-0.072526021,0.007086059,-0.084468238,0.433467465,0.768412815,0.538540661,-0.233981076,0.317910693,-0.036862964,-0.671660669,0.335508541,0.60592573,0.242592752,-0.043158439,0.226535162,-0.496803833,-0.880671207,-0.485308136,-0.43387206,-0.84841153,0.356676133,0.386235644,0.395722458,-0.565823671,-0.154399817
O60443,0.207168511,0.8545345,0.401512651,0.079465178,-1.47194638,-0.001212031,0.092196331,0.241125904,0.757827966,-0.593896388,-0.403961546,-0.187538022,0.133380377,0.761288804,-0.943867912,-0.271285982,0.076680347,0.021389821,-1.245152971,0.272974,0.790546658,1.394737428,0.936133362,-0.031920691,0.758159572,0.132029188,0.309026015,0.832606362,-0.134572713
O60493,1.229497265,0.3685772,0.268773691,1.117110232,1.45577706,0.295825699,0.75392549,0.261435222,-0.832306533,-0.021886628,-0.037098427,0.462094478,1.336698504,0.307592551,-0.007691597,0.126782732,0.492129119,-0.634905551,-0.41521932,-0.347717226,-0.387660452,-0.316061504,0.01035969,0.862164104,-0.675237423,-0.438265742,-0.200391448,-0.077652743,-0.72214751
O60524,0.265414623,-1.125709569,-0.049847573,0.236059299,-1.13207739,-2.066413129,0.332622782,-1.667436468,-0.242431273,1.077089435,-1.360349012,-1.415446354,-0.864438836,0.319716796,-4.711111257,-1.948967936,-1.821532564,NA,0.806093619,-1.15327269,1.763120615,1.664691448,-1.837569978,NA,3.443938232,0.589947899,NA,0,-1.832748176
O60547,-0.366625084,-0.45188811,0.04124636,0.24895385,0.370970689,-0.099906588,-0.408110744,0.041875673,0.079409139,-0.004925751,-0.052544707,0.44979226,-0.451158638,0.959113209,0.869189572,-0.111491512,-0.164625004,0.448160413,0.15447074,0.200987546,0.550342172,-0.209079811,0.576747537,-0.227887604,-0.094391342,0.46850157,0.381052065,0.380415998,0.63592623
O60566,-0.49431501,-0.400300964,-1.137694251,-0.545159704,-1.112923907,-0.460399065,-0.977996746,-1.001073885,-0.024743337,-1.919584019,-1.587188254,-1.194012605,0.447217554,0.939663361,-0.436896899,0.262659892,0.175293797,0.56914557,0.195251495,0.337986119,0.064712362,0.895806137,-0.305262962,-0.394774303,0.24246295,-0.182768408,0.734660752,-0.33666908,-0.728992469
O60610,-0.883413939,0.49586581,-0.030212805,-0.099624322,-0.443605112,0.125959341,0.033756191,-0.148380034,0.633316218,0.305410679,0.2032792,-0.200657975,-0.769371809,0.61033141,0.136975346,-0.484546315,-0.085295494,0.112439345,0.315540494,0.1601206,0.147710598,-0.251766492,0.248939037,-0.530982371,-0.120437723,-0.196614614,-0.123649629,0.034896439,0.229698634
O60664,-0.195372122,0.085703348,-0.091526549,-0.097249329,-1.100008282,-0.039096427,0.334412284,0.281599262,-0.005693634,0.525618703,-0.091795323,0.272803688,0.061574072,0.875177213,0.226307637,0.126359017,0.019289824,-0.315760976,0.519087131,0.31892385,-0.116745968,-0.160631094,0.008268322,0.183851468,-0.199302927,0.454094548,-0.149939655,-0.110768453,0.163104053
O60701,-0.907903799,0.144995066,0.96529727,0.002823287,0.30266883,0.519152303,0.723886293,-0.517958448,-0.314580079,-0.255625882,-0.031395488,0.691492677,-0.2240691,0.130073943,0.107478888,-0.111937146,-0.141156092,0.731906075,-0.390423804,-0.341729007,-1.098756083,1.473210352,0.591373579,0.214962318,0.624017867,-0.240343568,0.973811861,-0.599645446,0.145244988
O60716,-2.346823489,-0.118181931,0.120813698,-1.285346741,-0.403948368,-0.224632521,-1.090119523,-0.961999576,0.42700784,-0.058855322,-0.594604771,-0.735093936,-0.181350042,0.924812229,-0.87842872,0,0.74577745,-0.197520788,-0.162312125,-0.413712716,0.395704603,0.023911848,-0.076663603,0.414062636,0.352467283,0.041626267,0.360208049,0.58758272,-0.071798521
O60749,0.519197124,-0.75923179,0.009108903,-0.28361491,0.476960412,-0.337813307,0.094024011,-0.522439494,0.680448604,0.176320879,0.387941929,-0.037760613,0.707196427,0.313809291,-0.622027518,0.57323015,-0.474211326,-0.159633846,0.339148771,0.234006719,0.810563459,-1.731940189,0.0745987,-0.401246772,0.127636175,-0.077422562,-0.031365079,-0.569169112,-0.073065966
O60763,0.095498669,-0.497371245,0.395406289,-0.293901811,0.133314461,0.156599732,0.001475234,-0.543611469,-0.827519406,0.31510776,-0.354275282,0.211226026,0.408777831,0.058940563,0.093891523,-0.126247425,0.160617138,-0.040831099,-0.232739242,-0.148118311,-0.103339054,0.155374347,-0.283095243,0.036980334,-0.141298113,0.483146301,-0.001476744,-1.083406818,0.011567632
O60825,-0.098156384,0.52076698,-0.033963926,-0.426434016,-0.058473585,-0.123678734,-0.901677014,-0.494020027,0.621142188,-0.282869486,-0.066539253,-0.079855591,-0.269890932,-0.64736127,0.867913644,0.179224477,0.442687767,0.931020716,0.523496587,0.439706311,-0.051649304,-0.614041815,-0.1148661,-0.349279506,0.691962065,1.435272226,0.023988375,0.210626783,0.568532406
O60825-2,NA,-1.135169924,0.082606838,-0.875955726,-0.140646222,-0.55542143,-1.445073506,-1.260534074,-0.108916496,-0.640190739,0.023796913,-0.713859904,1.131546358,0.960613348,0.434551221,1.146753317,0.223307599,0.634488928,0.719917872,1.216762709,0.570204753,NA,0.801171664,-0.142548448,-0.248170827,1.644825085,NA,0.652008265,-0.164251429
O60826,0.028136255,0.582077028,0.521764871,0.112061448,-0.176753012,-1.10156294,-0.665342814,0.415799762,-0.998136778,0.198901997,-0.088822551,0.441258458,NA,-0.228296676,0.051080394,0.211053884,0.621095978,0.03617995,-1.68810629,0.313719522,-0.355573333,1.760133281,-0.188401358,-0.36254465,0.098608435,-0.247972877,1.67616504,-0.061613555,0.726672172
O60831,1.292083071,NA,-0.524599937,-0.534351047,0.0981868,1.261730652,-2.981946679,1.145009729,0.500034002,-0.330802405,-1.204462441,-1.82923732,2.231923893,-0.342216045,1.737117874,0.311326032,0.884518246,0.049704507,0.482129392,-1.072283529,1.371969805,NA,-1.572841602,0.020372466,-0.302864834,1.064037097,0.818617226,-2.181473458,1.380369265
O60869,-0.01431945,0.569354885,0.206278858,-0.223586409,-0.209700313,0.218258653,0.47168176,0.266896254,-0.399438283,0.638457194,0,0.259446389,-0.567583931,-0.253849877,0.073699478,0.172818517,0.043413799,-1.233549958,-0.364823553,-0.055732825,-0.264809842,-0.350542593,0.074684633,-0.407364314,-0.215883546,-0.384769393,0.943146624,0.038610711,-0.102344608
O60879,-0.086601911,-1.022440362,-0.095554875,0.91459784,0.142436647,-1.607177418,-0.046177612,-0.195395173,0.003106403,-0.012987012,0.952305052,0.578386217,0.205120814,0.324369565,-0.509266967,0.07067793,0.007640922,-1.154404928,0.333312506,-0.059663774,-1.084246998,1.25848073,0.134324709,0.019987799,-0.03522949,0.043318109,-0.781308232,-0.724902955,-0.520023457
O60884,1.071963877,0.559071116,0.213257585,0.405849692,-0.22091032,-1.359682786,0.444477959,-0.444291598,-0.472057733,0.299365859,0.291907956,-0.487022163,0.086843713,-0.042724893,0.02475577,0.333171455,0,-0.199903516,-0.76191935,0.392708281,-0.452134312,-0.985754482,0.058055706,0.113047959,-0.941979421,-0.012782328,-0.608932154,0.412197082,-0.603436819
O60888,NA,1.698102483,-0.993800381,1.020840116,0.461909792,NA,0.098034892,0.271720567,1.965219116,2.066347588,-0.068521954,-0.491473418,NA,0.717442019,0.064729782,-0.506427075,1.654653035,1.266335668,NA,-0.679879093,NA,-2.144595246,-1.010258754,-0.308013804,-1.015102231,-0.043687385,-1.793191465,-3.842498492,-0.088060214
O60925,1.458321967,1.125228658,0.344064573,0.572768564,0.291302345,-0.011858339,-1.092252626,0.536925907,1.124868185,-0.150222375,0.724407989,1.055787858,0.878537758,-0.026993258,-1.536102066,0.296655355,-0.17087589,0.199263357,0.660987498,-2.569577265,-4.633918056,NA,-1.098499879,0.474958844,-0.158510842,-1.623297691,-1.996298062,0.483540609,0.42495883
O60927,4.111035415,4.82630071,0.093980125,0.910801918,-1.353790446,-0.107110019,-0.423756882,-0.384387355,0.145530237,0.074047921,0.714043591,1.385767541,-0.328334885,-0.251259218,NA,-1.043456448,-1.25296402,1.867658526,1.444484566,0.558901078,-2.105780102,NA,0.113130606,1.032892728,0.556866333,1.555633488,1.246674803,-0.322683048,NA
O75027,-0.915323591,-0.077321648,0.999840028,0.28069285,0.439025261,1.286930346,-0.844276551,-0.201019301,0.026581121,-0.087741466,0.830978379,0.00604646,-0.554648929,0.575363472,0.836188776,0.834318268,-0.754827643,0.563414751,0.335166025,-0.118656852,-1.813611175,NA,0.532493616,-0.983943055,-0.111400016,-1.165989599,-0.265766382,-0.432316698,0.015640804
O75083,0.182499194,0.555601014,-0.095931339,-0.036205295,-0.478764395,0.075693019,0.267813373,0.021739959,-0.312396347,-0.309565795,0,0.167417611,-0.151613682,0.140423151,0.026204864,-0.040410119,-0.100991376,-0.036859903,0.163791909,-0.038828611,0.314533284,0.450047572,0.542409834,0.01188157,-0.37546765,0.240548836,0.176275755,0.235558557,0.342141722
O75165,0.863683942,0.39390518,0.389154224,0.048905445,-0.211116402,-0.144026209,0.131710571,0.196264113,0.004783817,-0.446140753,-0.253940066,0.243016679,-0.03876521,0.094733831,0.212761456,-0.472895014,-0.121031347,0.143386416,0.190193347,0.082408065,-0.837312269,-0.440818518,-0.020330948,-0.314995025,0.173650668,-0.136899211,-0.56050978,-0.161693948,0.060114099
O75190-2,0.240984703,-0.489139906,-0.121924195,1.264118543,1.115681774,-0.982381829,-1.061743325,-0.391012971,-1.25147993,0.190646327,-0.327700194,-0.316281717,NA,-1.19492437,1.188931926,-0.883184589,-2.109345475,NA,0.454060318,-1.385578959,0.314760527,NA,-0.938576257,-0.152242244,1.505098413,0,1.167389486,-0.406352998,-1.569845183
O75208,1.215281883,-0.047624042,0.600296137,0.495661225,-0.1834687,-1.127868985,0.784571374,-0.116263593,0.620696442,-0.134957206,NA,0.418789261,1.276813914,-0.002361661,-0.096002219,0.423077823,-0.724695335,0.588672175,0.374660269,-0.569848861,-1.219355965,-0.27343676,0.053967572,-0.211772342,0.011741627,-0.008276914,-0.400126006,0.604961869,-0.521951447
O75251,1.670381513,0.963915184,0.419823179,0.861965906,1.26843588,-0.678577252,-0.077720209,0.014449297,-0.482489566,0.521986591,-1.593007247,-0.20264184,0.604072612,-0.796325822,0.806434595,-0.842904491,1.438138956,-0.205107887,-0.55345178,-1.113703886,0.799794186,NA,-0.782714296,-1.691985631,-0.389023989,0.064292163,-0.531990799,0.318924227,-0.645399824
O75306,-0.21725229,-0.228635803,1.02719118,1.078435454,-0.258329894,NA,-0.210122592,-0.010226136,-0.949072112,0.564276499,-0.551526637,-0.476761828,-0.110943842,-0.972906472,-0.762602316,-0.194275054,0.358302416,0.237984085,0.722764457,0.025476206,NA,-0.166218142,-0.48750594,-1.181797327,0.427524254,-0.292886538,0.713450546,0.407000856,-0.009384593
O75323,0.275280083,1.641254604,0,1.116756358,1.754763281,NA,0.309019619,-0.552029146,1.75384135,0.1825468,-0.687837744,NA,1.317929949,0.875237603,-0.127105554,0.179044606,2.463615428,0.499227469,-0.688456002,-0.574462373,NA,NA,-0.946885101,0.035352935,0.744498762,-0.282383734,NA,-0.192651917,-1.978093266
O75347,-0.444271152,0.38055887,-0.270827662,-0.8378834,-1.389076772,0.350868595,-0.735164404,-0.219195444,0.018626921,-0.132680078,-0.205414508,-0.032284168,0.576529234,0.751864404,-0.755950491,-0.342873074,0.87284726,-0.049759966,0.017893387,0.303236098,0.470725216,0.967114329,-0.062788605,0.728561528,0.199981853,0.089054774,0.818524348,0.517111581,0.038519759
O75369,0,0.197640224,0.281204825,0.107386536,0.17934511,-0.28209363,0.293575291,0.541337207,-0.17129313,0.447740361,0.124366681,0.260491616,-0.191488509,-0.219234297,-0.513091683,-0.459432559,-0.433255673,0.14712466,-0.231985748,-0.360346756,0.37132058,0.157346116,0.208495783,0.267750758,0.236686892,-0.546854729,-0.991404899,0.004714889,-0.022909888
