,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A
Q13162,1.853336796,0.44396654,-2.633960243,-0.801562943,-2.831130664,0.592814435,-0.828739123,-1.520777799,0.367859633,0.366545306,1.065794924,-1.629599901,0.673847079,0.200386595,1.594737642,-0.971249234,NA,1.837052462,-0.073788151,0.024784724,-0.02650077,0.68735033,-0.981885297,-0.069957935,1.010299466,0.654609564
Q13177,0.19473248,-0.111591713,-0.071272996,-0.063094243,-0.321916402,0.037106649,0.025953168,-0.026421916,-0.02072151,0.266785687,0.074038136,0.13294399,0.258171653,0,-0.818215758,-0.36333796,0.169960104,0.375308734,-0.04784371,-0.077842734,-0.046185126,-0.248410197,-0.212259686,-0.35823459,-0.530816835,0.484490429
Q13185,0.203556095,0.000579304,1.389575611,-0.411506288,0.534116685,-1.314340272,0.563664357,0.684435349,1.055937059,2.671445266,0.452536655,0.023076165,-0.04989317,-1.820086397,-0.597552936,0,1.445977727,NA,-0.199339598,1.703548264,1.285193822,NA,0.601343243,-0.088263089,1.243562728,NA
Q13200,0.205661398,0.858013083,0.423584306,0.426989665,0.043079063,0.257211579,-0.168186797,-0.072409393,0.40882111,0.396193653,-0.061538014,0.603980707,0.26788392,0.525656841,0.264166736,0.078424673,0.324946901,-0.523465245,0.167673009,0.348321636,0.145186037,-0.034659099,-0.001294445,0.565151899,-0.134389678,-0.324940705
Q13217,-0.072834162,0.217710865,-0.104432606,-0.03385035,-0.320442023,0.34703776,-0.049503394,-0.392545922,0.140700155,-0.559770243,-0.014471854,-0.108786484,-0.089087955,0,-0.058339841,0.309032881,-0.272734701,-0.082177317,0.051052987,-0.293248603,-0.213243679,0.439536391,-0.38555039,0.505205524,-0.201343701,0.830547324
Q13263,-0.166171457,NA,0.013852694,0.210234507,1.412550048,-0.315344146,-0.734910274,-1.461035477,-1.389811166,1.452671764,0.535836229,0.825826695,NA,-0.413641497,0.304858533,0.29643471,0.246130808,1.276086097,-0.277701946,1.421161267,-0.746504952,-1.656143596,-0.454356904,0.195265629,0.415346968,-0.238806583
Q13277,-0.986932716,-0.876623789,-0.006127099,-0.728891416,-0.412347649,0.08183819,0.110750378,-0.475494126,0.418986369,-1.147485123,0,-0.135039216,0.466925286,0.112735906,0.164674015,0.010238774,-0.158292941,-0.577100251,-1.552594,-0.576097455,-1.103446272,0.590612088,-0.064224135,0.380508953,0.155310541,1.054271321
Q13310,0.15925637,-0.353920053,0.469802943,-0.449165736,0.022366676,-1.108735939,0.313449025,0.09825002,-1.12565298,-0.683584056,-0.02574424,-0.182129446,0.884604077,-0.981878612,0.576427486,0.041295141,-0.277929043,0.07623132,0.070659624,0.345040736,0.151812468,-0.347149481,0.15426109,-0.68332369,0.812603704,0.426520538
Q13368,-1.098311231,0.474499447,-0.839638478,NA,0.06234247,1.040633104,-1.466346464,-0.552252776,0.012677196,0.144102545,0.316224878,-0.555729127,-0.029460846,1.528343265,0.455597963,0.431073673,0.529933826,-0.734192544,-1.482153306,-1.075548261,0.905888722,1.707571662,-2.146917547,-0.669171747,-0.233775513,0.114985734
Q13409,-0.400023401,0.381716052,0.588921654,0.207406415,0.046718001,0.897180685,0.025011469,0.113300849,-0.206893676,-0.056440548,0.235593449,-0.677426691,0.369195292,0.60057416,-0.569415269,0.126290232,-0.298697211,-0.943182187,-0.051607627,-0.37691085,0.241976116,-0.281340191,-0.733040642,-1.809267229,-0.27136636,0.326619076
Q13428-4,-0.274642033,0.430415234,0.391865258,0.008436933,0.173263731,-0.210488928,0.48985232,0.066392661,-0.718602486,-0.011114784,0.28880568,-0.002587476,0.004017395,-0.368661323,-0.653170267,-0.127194172,-0.006389413,-0.004198785,-0.21810136,0.071053993,0.508807675,-0.763171433,-0.447772462,-0.41818886,-0.169824245,0.348121278
Q13438,0.681591991,-0.317588898,0.396401123,-0.251467583,0.481651395,0.442925891,-0.267710196,0.014587558,-0.326297932,-1.317524691,-0.545398708,-0.24002111,0.33690436,0.135845619,0.570608277,0.742706576,-0.573771521,0.465020817,0.10988439,-0.336309868,0.858116374,-0.057817148,-1.004802245,-0.681493262,-0.444752378,0.302368701
Q13442,0.275460993,-0.033003757,-0.03193208,-0.461515276,0.218494175,-0.411438137,0.354456595,0.30290679,-0.488902309,0.074088981,0.207928031,-0.085359121,0.313651006,0.057070252,-0.766206314,0.106442897,-0.01802713,NA,0.264019164,0.393276851,0.076312825,-0.177335699,-0.662878885,0.202444117,-0.642622058,0.286897809
Q13491-4,-0.487200601,0.005736542,-0.714315823,-4.078212293,-0.516272418,0.717136016,-1.984045943,-0.317561342,0.740233963,-1.972990623,0.585630392,0.665574075,NA,-0.893378051,0.215934142,-0.217882131,-0.516493271,-0.484342852,0.876265836,-0.315898428,0.127319761,-1.766969417,-0.103923146,0.547946252,-0.193212454,0.817795644
Q13492,-0.839240743,NA,-0.095587631,0.269135783,-0.620062821,-1.173103208,-0.355378459,0.038153721,-0.625672176,-0.518944865,-0.68230478,0.529090555,NA,-0.99034602,NA,0.027496167,0,NA,-0.917364824,0.657215071,0.84148823,0.444158959,0.514959935,-1.502206189,0.21689619,0.098367891
Q13505,1.040241285,0.632855617,0.757675102,-0.678300015,0.275380842,-0.112060268,-1.122686669,-0.7793136,0.330101888,0.017835039,-0.587834761,-0.786555454,0.287184762,0.292150327,0.112222483,-0.978317676,-0.197616336,0.75075961,0.157923534,-1.487767322,-1.069578994,0.370590746,0.693413396,-0.26607109,-0.24098379,-0.134602158
Q13510,-0.588646864,-0.529877397,-0.187249347,-0.316781182,0.630561891,1.048807635,0.239902964,0.785755113,0.53674201,1.080111995,-0.575048745,-0.96243972,-0.716116764,0.539591096,0.42679132,0.141228409,1.192876419,-1.911956796,0.240412884,-0.009402469,-2.487900622,0.377924266,-1.207460021,-0.315212493,-0.371218135,-0.731743341
Q13526,0.695225602,-1.295109438,-0.527570027,0.049991256,-0.809110915,1.328816007,0.265394967,0.568741847,-0.536917035,0.329491626,-0.985084508,0.058481816,-0.020467227,0.098901599,0.059631234,0.0468619,-0.602114903,NA,0.176209393,-0.250087151,-0.471622328,0.298281287,0.164878986,0.255223448,-0.700521259,-0.194611339
Q13561,-0.93205045,0.478329169,0.216436982,0.544990891,-0.421944293,-0.006686756,0.143947967,-0.215799363,0.127557573,-0.561738134,0.088218173,0.357404327,0.059491843,-0.31286723,0.011483479,-0.728885144,-0.129560893,-0.47164409,-0.330940242,-0.426020702,-0.315006744,-0.061161347,-0.07962693,0.213790066,0.511212033,-0.13780294
Q13615,0.2863773,-0.098202859,0.134312685,0.026483606,-0.130735565,-0.581108187,-0.07884499,0.145589789,-0.264566658,0.265478426,0.382930909,0.184455627,-0.382697854,0.158981256,0.155501946,0.228835053,-0.173131463,-0.236917593,0.541544187,0.14577434,0.194762509,0.021041223,0.630654663,-0.327143371,0.202016732,-0.100437993
Q13616,1.429597294,-0.432185207,0.390792161,0.562313642,-0.396695255,0.737260792,-0.174427811,-0.31855609,-0.95730776,-0.188273813,-0.325379951,-0.048830287,2.243929321,0.007235603,-1.397641011,-0.034761113,0.303456121,0.520189309,0.204512895,-0.205622557,-0.109871627,0.760985063,0.415678402,0.11994401,0.040057044,0.02228347
Q13618,-0.183859832,0.28448783,0.472436778,0.309239601,0.631203863,-0.948661489,0.726232019,0.348850355,0.456627597,-0.003486271,-0.698087462,0.399520155,-0.200968515,-0.122489834,1.415527907,0.449678583,0.052856449,-0.529034694,-0.119766643,-0.017364337,-0.247474374,0.852571361,0.669543775,-1.9970171,1.137923668,0.003477867
Q13630,-0.07449894,-0.483691432,-0.006949727,-0.084699696,0.117303823,0.568968562,0.034377301,-0.10299561,-0.224024587,-1.090968645,0.32033742,-0.16649031,-0.130138451,-0.339623946,0.071019435,-0.1199531,-0.115848261,0.928318448,0.41473293,0.188182335,0.107571006,-0.787455129,0.014341955,0.095480124,-0.165733995,-0.177265296
Q13813,-0.670833542,1.372027068,0.571717508,0.036332498,1.561836008,0.382256278,0.257080964,-0.568802864,0.575166862,0.022497943,0.390677475,1.475012947,0.456347883,0.408127501,-0.493040011,0,0.453398743,NA,0.082366878,0.695625567,-0.521880573,1.465272322,0.783406892,-0.181794793,-0.297316484,-0.603247311
Q13867,1.105913697,-1.151646217,-0.081576437,-0.289862557,0.096415804,0.863016682,-0.160439441,0.517838822,-0.059178029,-0.943123336,0.918298797,-0.462610032,-1.268371276,1.224904872,-0.666637348,-0.118161837,-0.598903305,NA,0.250133739,0.324885004,-0.617043368,0.969203586,-0.971470164,1.401381403,0.23971404,-0.317197554
Q13907,-0.534279055,-0.597422381,0.693112809,0.222826111,0.007326571,0.353188854,-1.162246951,-0.59728524,NA,0.700839404,0.055455892,-0.313219713,-2.101197533,1.161702694,-0.963775073,-0.824624615,0.250638894,NA,-0.533210606,0.437584272,0.229277426,NA,-0.158314799,0.128557179,0.624234965,0.054072429
Q14008,-0.375521518,0.086636371,0.042093633,-0.347633156,-0.821699234,0.137593838,-0.516322135,-0.729870116,-0.679234287,-0.029982389,-0.278295331,-0.162334403,0.775065695,-0.325053366,0.143098545,-0.200979936,-0.988294925,0.197415185,-0.53997348,-0.352192372,-0.286777375,-0.896781852,-0.331765813,-0.602909984,-0.314000659,0.013881877
Q14019,0.486183234,1.016317011,1.293177909,-0.777083247,-0.520749055,0.592605876,0.132242239,0.536328668,1.375852348,2.036502092,0.791067366,1.184103249,-0.521029371,0.439410672,-0.113396851,-0.585293778,-0.072475209,0.597885415,-0.347729756,0.443657384,-0.808360399,0.025192726,0.299834932,0.637850348,0.060723567,0.586910991
Q14061,NA,-0.228626731,0.918279611,0.348638519,-0.703264984,NA,-0.100502036,-1.245156284,0.844882579,-0.289226053,0.440847682,0.254600001,1.238733962,0.010522073,-0.494018687,-1.180406851,0.396257457,NA,0.758628239,0.584408822,0.458729596,NA,0.605096992,0.515852006,0.646625495,-0.465178172
Q14108,-0.043683667,-0.285927533,-0.336997641,-0.055931411,-0.071722254,-0.341194244,-1.165271444,0.603808324,0.410856005,-0.091088069,-0.109069611,-0.046595138,-0.766262476,-0.540828995,-1.041847265,0.001988109,-0.458590144,0.034624581,-0.73681157,0.433574573,-0.034008882,0.534458029,-0.430954935,0.115756075,-0.254623112,0.092726324
Q14165,0.928797705,0.681717682,0.195464495,0.776069506,0.587012606,-0.588031491,0.422444604,0.06591635,0.271975103,0.017643637,-0.126319393,-0.173803593,0.505383811,-0.321507642,0.67379262,0.677564561,0.42643739,0.04296183,-0.82241131,-0.31362276,-0.002310431,0.190900427,0.800253947,-1.261927838,0.22385024,1.005849002
Q14166,0.077598811,-1.140722199,-0.158940261,0.123358234,-0.172508971,0.125079705,0.270678977,0.286673691,-0.231125715,-0.103056045,0.264348404,0.262054404,-0.981294388,0.437649464,0.402472058,-0.075809835,-0.23197347,0.170625315,-0.253946595,0.203172434,-0.072681525,-0.789397809,0.256861085,0.067751637,0.20107099,-0.386273019
Q14195-2,1.414611504,0.091645181,1.319482966,-0.144580562,1.327773333,0.017906658,-0.47123721,1.393917873,1.29049062,3.065902293,1.198978953,-0.320873009,2.917689956,0.493339903,-1.222101046,-0.096474554,1.832537047,NA,0.757608033,3.143510325,0.290802895,-0.230388801,0.445245762,1.543815025,1.37937838,-1.457729783
Q14203,0.612645649,0.28994186,0.723263195,0.443555988,0.290057947,-0.05306133,0.398778674,0.068359538,-0.042954785,-0.405423425,0.294821753,0.549688649,-0.703107756,0.63848463,0.35951384,-0.194449311,0.026191379,0.697323064,0.702786794,0.208378553,0.709131981,-1.092337859,-0.235740442,-0.956121162,-1.233395318,-0.298608777
Q14204,0.407464521,0.271976987,0.222156241,-0.113224764,-0.553842281,-0.19643932,-0.055747914,0.156666449,-0.248010373,0.030939099,0.243047994,-0.033556109,-0.829054203,0.275290021,0.059559263,0.09229141,-0.244852485,0.312224586,0.207432727,-0.297978533,-0.301995556,0.132678483,-0.114152001,-0.62572073,-0.283655055,-0.069428402
Q14240,-0.643125119,0.155470243,0.290073448,-0.220034769,-0.177347515,0.416269059,0.233448567,-0.341541985,0.039393796,0.108214732,0.09249682,0.588343256,-0.158530241,0.279406898,-0.23084378,0.299089187,0.271216059,0.126496953,-0.536598616,-0.298639741,-0.144089296,0.351181899,0.537809403,-0.128824667,0.115854183,-0.646002096
Q14247,-0.468107355,0.394284933,0.675917456,-0.251073439,-0.419473331,-0.41182077,0.428775483,-0.510636006,2.136064042,-0.244118715,0.780825303,0.506234947,3.963417696,-0.499540382,-0.703033488,0.23111241,NA,NA,-0.318699702,-0.086986956,0.755774755,NA,1.786328324,0.003806354,0.097913427,0.228364082
Q14257,-0.000150651,-2.083128982,-1.018175938,0.822687121,1.023542652,-2.54729525,0.223535609,-0.354554511,-0.499492069,0.985133351,0.386991611,0.78455932,1.859486584,-1.16682745,-0.209133601,-0.368808185,0.759668223,1.013341668,-0.82594637,-1.300644522,-0.713306146,1.622399153,0.500701956,-0.995607819,1.321035673,0.160950786
Q14558,-0.723869774,-0.385357989,0.774278541,-1.015880173,0.440885929,1.246075652,0.529136302,-0.248166727,-0.096144551,-0.052211017,-0.627719628,0.293257262,2.025387696,0.685669505,1.962622328,-0.364481368,-0.896765447,-0.348372436,0.38818048,-0.754832544,-0.69209505,0.753828018,0.019556671,-1.089875211,-0.44495788,-1.024610993
Q14643-2,0.468284148,-0.013069857,-0.387516456,-0.60269409,0.319290452,-0.505423397,-0.795038524,-0.598169205,0.304973687,-0.595557742,0.09596092,-0.549129684,0.600624916,-0.175392518,-0.604201756,-0.010180788,-0.058253235,0.304076454,-0.320451706,-0.254453199,-0.620835495,0.542022125,0.123720163,-0.092371575,-0.452991102,0.059053442
Q14651,0.422581713,0.056868722,-0.080976498,0.034046031,-0.38284369,-0.471310226,0.480174719,-0.209249285,-0.712147859,0.254813831,0.289844813,-0.108465968,-0.833752288,0.010100575,-0.017003336,-0.14770162,-0.306074716,-1.368581666,0,0.045669281,0.087090979,0.032852192,0.082930275,0.255459612,0.103941891,0.072367311
Q14677,0.801073298,1.276035709,-0.171862394,0.481841582,0.36739883,0.224651955,0.636287583,-0.038730802,-2.377256687,-0.10011113,0.895195675,-0.239677423,1.554198897,-0.393197406,0.606456836,-0.587652554,-0.404257168,NA,-0.334275051,-0.274050385,-1.246370558,0.025554368,-0.356557383,-0.597698727,-0.703603464,-0.497837951
Q14696,-0.165743783,-0.643299618,-0.023446958,-0.275456686,-0.068632428,0.000244692,0.309551622,0.293797802,-0.22422288,-0.163111087,-0.318960605,0.008535294,-0.507036246,-0.404844999,-0.378066969,-0.23482184,-0.345860115,0.348000687,-0.364920993,-0.154510034,0.411967294,0.159521013,-0.127553139,-0.035912711,0.217777141,0.334974403
Q14697,-0.271769857,0.480215693,-0.055593783,-0.236936704,-0.34963668,-0.047919241,0.056626512,-0.014904734,0.28637134,0.301454647,0.040838312,-0.108941064,0.049392422,0.044736114,0.00871597,0.15542537,0.051848304,-0.055043622,-0.134389267,0.346924769,-0.133919225,0.200655215,0.021433832,-0.173680719,-0.130974686,-0.214886534
Q14738,-1.500445463,0.848360768,-0.799136086,0.272125543,-0.113094525,1.136253158,-0.430620482,0.583314385,-0.944361564,-0.884205098,0.295545813,-0.016159745,0.310554907,0.845198842,-0.965287926,-1.265771181,-1.456156976,NA,0.929741201,0.424335127,NA,1.506156813,-1.267959072,-2.331273187,0.128774511,-0.682575564
Q14764,-0.152032509,0.079279418,-0.360760377,-0.21562385,-0.325179304,0.138366177,-0.064819406,0.083534443,-0.06665948,0.074693382,0.166896876,0.651708628,-0.391692216,-0.070861606,0.068295062,0.106320625,-0.120084622,0.13857405,-0.19750504,-0.296655409,-0.313359903,-0.080367228,-0.345917413,0.001783745,-0.308586283,0.137102633
Q14847,-0.741457276,-0.237067532,0.18464286,0.040402404,NA,0.21691703,-0.056268286,0.047385648,0.592873962,0.945635368,0.050424938,0.649785433,-0.924275496,0.413309893,0.162165926,0.37173382,-0.148500619,1.982225829,0.013887459,0.730283238,1.404579504,0.462309293,0.470169764,-1.102482187,-0.40103292,-0.582241916
Q14894,0.483202449,-0.094860308,-0.104848358,0.103425607,-0.589811769,0,-1.856882469,0.006451358,0.079068166,0.586060645,0.135600806,-0.229455199,-0.558396566,-0.176834039,0.463107887,-0.202774198,0.155458439,-3.912823174,-0.058922742,-0.97331491,-0.376028527,-0.169451321,-0.243837127,0.784846302,0.005625205,-0.250461267
Q14914,0.104292475,-0.725047973,0.240330187,-0.309400675,-0.484210608,0.780218769,-0.215336713,0.93342725,0.103851822,-0.125742255,0.41105537,0.249302791,0.607396295,-0.040450008,-0.379928695,-0.786824858,-0.06842404,NA,0.261235613,0.197869879,-0.717473171,-0.397017659,-0.155956369,-0.582263041,-0.308196726,-0.423795475
Q14974,-0.175377899,0.319833271,0.081581841,0.044130609,-0.33307431,-0.393661559,0.119132729,-0.276645983,0.130680214,0.340755445,-0.154465134,-0.204901714,0.058728111,0.295918249,-0.64167955,0.001034541,-0.159186288,-1.911411473,-0.359494496,0.007248343,-0.210426297,-0.268939674,0.111240852,-0.241712004,-0.1565715,0.277034269
Q15008,-0.219204212,-0.156127112,-0.009675423,0.473732053,-0.249977666,0.946473637,-0.339888718,0.070861686,-0.255066491,-0.02154043,-0.018775095,0.119586845,-0.209455651,0.178598905,0.76916239,-0.154362237,0.24275886,-2.1803365,0.09186448,0.118438608,0.508489886,-0.08587554,-0.132679343,0.238097349,0.071743797,0.256483188
Q15042,0.451351997,-1.709802457,0.71173319,0.676149045,-0.445337586,-0.830805272,0.511648019,0.136078325,-0.178393995,-0.580348481,-0.362897345,0.436811991,0.165693395,-0.492826145,0.077674396,0.408996779,0.005468878,NA,-0.428688754,-1.282321817,-1.762847809,NA,-1.354105395,0.208446403,0.203547721,-0.245669051
Q15043,-2.954281231,-0.636766524,-0.680830859,-0.548807914,-0.751618999,-1.134693699,-1.727150945,0.261010799,0.402945345,-0.076639884,0.533197254,-0.180071773,NA,-1.521741241,-0.356510748,-0.006797444,0.982876797,0.537349014,0.331638548,0.344556449,0.54134848,0.090804969,0.210924329,-0.667239925,-0.048161207,-1.17627419
Q15046,0.749936546,0.452599944,-0.282461148,-0.309894892,0.268561519,-2.143827165,-0.065635221,-0.21575668,-0.675124142,0.681212546,-0.698221693,-0.421579369,NA,0.160358551,NA,-0.194262696,0.433309715,-0.531639232,0.449478625,-0.230596614,0.719128473,0.30380649,0.175981734,-0.451212771,-0.780763728,0.63431957
Q15084,-0.252508699,-0.143008974,-0.276718254,-0.785194397,-0.340162547,0.237115945,-0.00648993,-0.221742008,-0.182324621,-0.485545059,-0.186959664,-0.564363561,-0.077625932,0,-0.495506856,0.153792036,-0.364090481,-0.111295937,-0.072464985,0.124454398,0.266082538,0.404334669,-0.154316704,0.290989313,-0.08765307,0.202756212
Q15102,-0.329053837,0.043458571,-0.673561983,0.459625475,0.661439348,0.512666719,0.090156407,0.095090861,-0.15133111,-0.425030244,0.606423261,0.074555735,-0.434806592,0.225790342,-0.539560468,-0.50117052,-0.038307191,NA,-0.563684833,0.499625241,-0.409640664,-0.852102523,-0.390119384,0.011419047,0.083550516,-0.190267543
Q15121,1.541243093,0.242248922,1.518472762,-0.067664797,-1.596963265,-0.075332388,1.450886111,-0.690669169,NA,1.910277313,-0.476116587,1.352234843,1.794370319,0.004798837,NA,1.560540292,0.12700137,0.890845981,1.142620434,0.703259407,-1.891586665,-3.188797191,-0.916916876,-1.110769944,-1.093624197,1.562686438
Q15165,0.70835872,0.138355001,-0.333246872,0.253405132,0.586795775,0.378250958,-1.514861698,0.447381101,-0.076190119,-0.331860648,-0.220655953,-0.518928677,-0.961747597,0.369716824,0.736404858,1.430090375,-0.568390482,0.451718754,-0.084199931,-0.562951351,-0.151029615,0.402080032,0.50462015,0.583141196,-0.541524497,-0.161111699
Q15181,0.2470307,0.693802284,-0.286072866,0.072752021,-0.04145989,-1.453112248,0.85266969,0.507464523,-0.457000668,0.906679825,0.207537766,0.155952889,0.029089264,0.255820329,0.003509139,0.062976323,0.182142487,0.124195512,0.396677283,0.500814968,0.274532741,-0.471863602,0.577062099,0.038183588,1.022978402,0.917279627
Q15185,0.701551047,0.831021131,0.192228094,-0.791782693,-0.309070321,-0.883384983,-0.374241889,-0.85637327,-0.453594154,0.092680234,-1.061224323,0.721648447,NA,-0.76334867,NA,0.629841928,-0.989159953,-4.510774801,-0.585653398,0.17104428,-0.254024814,-0.116538967,0.205410327,-2.571047444,-0.470606655,-0.154389531
Q15257-2,-0.560350319,0.112444055,-0.098905168,0.083816384,0.058709878,0.433192744,0.29883885,-0.061164408,-0.161963241,0.117268404,-0.110124907,0.000427259,-0.200492625,-0.126381153,-0.364202999,-0.123412466,-0.236881142,-1.416890953,-0.507576653,-0.178051249,-0.18967293,-0.464689174,0.314765965,0.425204647,-0.239970468,0.158344612
Q15286,0.47684542,-0.405015316,0.242978113,0.70871246,NA,0.758128535,-0.755893776,0.292541057,0.419417225,0.138753083,-0.806031861,-0.184685923,-0.008318866,0.682841989,0.319029505,0.071650832,-0.120753431,-0.300118408,NA,0.502226728,0.276168079,NA,0.118654155,-0.022026222,0.41603348,-0.546389438
Q15365,0.464050379,0.556355377,0.723245186,-0.234750557,0.057917488,-0.793947346,0.488104598,-0.164932703,-0.70719557,-0.195437367,-0.029288307,0.517455555,-0.128401614,-0.37311967,0,-0.307407428,0.635654089,NA,0.181478466,0.799562287,0.099620185,-0.046597587,-0.083185546,-0.751828168,-0.551815108,-0.045825275
Q15366,-0.876030963,0.367609297,1.086687562,0.788716607,-0.352950164,0.040202068,0.117816399,0.481052893,0.164181308,1.126448307,-0.793137333,0.973178875,-0.398316271,0.322895454,0.384289976,0.03654685,1.084833385,NA,0.020518155,-0.173786148,0.237640889,-0.299207353,0.201930462,-0.463009881,-0.040525323,0.120552877
Q15369,-0.8173815,-0.233140003,0.329127746,-0.556685944,0.899034209,-0.339019046,-0.400829711,-0.801547179,-0.017829547,0.465909155,0.423484243,-0.136907766,NA,0.258213695,-0.146051119,-0.820365759,0.111703586,NA,0.182762083,0.543229432,0.77152289,0.031173712,-0.362300787,-1.986747322,0.085576392,-0.726919187
Q15370,0.247160858,1.025149883,0.896349718,-0.096472868,0.496860366,0.063024933,0,0.165722497,-0.651945083,0.2877173,-1.072999167,0.57921937,-0.974665131,-0.012062988,3.46230525,-0.288523855,0.540231925,NA,-0.558146514,-0.470265113,0.223399883,-0.217769241,-0.566332326,-0.278104725,0.012990641,0.098448778
Q15382,NA,NA,0.605567105,0.327644907,-2.053207589,-0.350570441,-0.492585682,-0.9145951,1.065950514,0.984498431,-0.984566473,-0.811359322,NA,0.400490827,-0.025154061,-0.384291536,0.487097003,NA,-0.816090334,-0.654566723,0.118287825,-0.195814425,NA,0.378384553,-1.157456661,0.015996533
Q15388,NA,-0.884203496,-0.401886258,-0.097942246,0.392667186,-0.340401167,-0.942514158,0.251908313,-0.379700761,-0.164770589,0.126193903,-0.138332499,-0.283941024,-1.071772329,-2.226002143,0.602970451,-0.038395371,-0.048917533,-0.472022285,0.09083768,0.124627145,NA,-0.117263222,0.483695443,0.39819797,0.52126157
Q15398-3,0.383675686,0.487920648,0.205000368,0.277184651,-0.257523555,-0.026305134,0.032195106,0.274410699,0.163304732,0.052926223,-0.17293157,0.369166735,0.660483573,-0.019472814,0.008293888,0.558189748,0.156909033,0.366833677,0.116227586,-0.036575551,0.078402314,0.001253754,-0.666986905,-0.156873412,0.415290218,0.227551934
Q15417,0.644772267,1.011360257,0.771700349,-0.921810067,0.091149813,0.781888615,0.46644429,1.229203248,1.782247462,0.702571213,0.416064511,1.162335556,0.18371988,0.139858674,0.584140553,-1.245829216,0.814531321,-0.252312037,0.501642814,0.564821452,0.306842705,NA,0.390861761,-0.034829819,-0.401880513,0.681685254
Q15435,-0.772573644,-0.303478217,-1.501261088,-1.008924027,-0.175102472,0.302441879,-1.080344981,0.355891862,-0.438162551,-0.04988595,0.450897965,0.102849573,NA,-0.093054607,2.159397207,1.119141454,-0.329525397,0.815161477,-0.890058699,-0.915675632,0.086947035,0.447619637,0.930670754,-1.961612198,0.330937982,-0.959909441
Q15436,-0.099820012,0.205263922,0.436112824,0.481860185,0.121102819,-0.696548541,0.116600466,-0.130949376,-0.332048077,-0.012298265,-0.440967841,0.074892256,-0.303467472,-0.34531581,0.532671134,-0.140466029,0.118598348,-0.782034969,0.253903202,-0.622203697,-1.0270526,0.249527236,-0.514744297,0.603911737,-0.215693089,-0.363465711
Q15631,-1.104361086,-0.422964039,-0.756197586,-0.095387418,0.068922331,0.125972179,-0.140595302,-0.806376094,0.327671438,0.18334485,0.422114619,0.057704141,-1.217568937,-0.24584939,0.022205659,-0.386896591,-0.610564951,-4.130022526,-0.032765017,0.281943916,-0.020995708,0.267383353,-0.407732285,0.351759229,-0.276800863,-0.197651431
Q15691,-0.117134862,0.022508256,-0.274888932,-0.139277901,-0.273295079,0.195352045,0.150197703,-0.413202772,0.334585192,0.058407717,-0.221016053,-0.283730975,0.030208974,-0.069172528,0.099723802,0.009567925,0.111376539,-1.234452546,-0.311095319,-0.030427417,-0.439110592,-0.245705887,-0.359043976,0.191350561,0.164732424,-0.151487542
Q15717,-1.271267767,0.64522199,0.381755428,0.207244218,0.90289167,-1.152465286,0.083190109,0.733243769,0.32975235,0.216338942,-1.026846984,0.769834031,1.755898813,-1.445209806,1.594967195,-0.068113172,0.488975089,NA,-1.404080109,0.206769369,-0.057680285,0.455392471,-0.21968905,NA,0.501624439,NA
Q15773,-1.436578779,0.299788016,1.031235267,0.705588924,0.414614398,0.938974736,0.418969368,-0.119910034,0.19745564,-0.181747495,-0.433783163,0.861011476,1.248074933,0.947269826,-0.551855363,0,-1.127367699,-1.117746886,-0.48267896,0.514075502,NA,1.177287779,NA,-2.471328574,-1.908575936,0.832481462
Q15785,-0.469121285,0,-0.65637811,0.003285078,-0.297466513,-0.841320854,0.252373562,0.023246248,-0.118789761,0.106582999,0.421742286,0.247411513,0.261926186,-0.3285882,-0.619247039,0.154548404,-0.337874085,-2.654195946,-0.096972143,0.280418484,0.19983439,-0.439623605,-0.122899238,0.356178123,0.303507009,0.115970865
Q15813,1.103149673,0.051092485,-0.20117479,-0.908607335,0.404325269,0.076403657,0.5850587,1.22963258,-0.089452527,1.135870676,-1.082789199,0.366536498,-0.597435717,-1.106994527,-0.021183588,0.617100845,1.744630059,NA,-0.30158434,0.611494479,0.155012368,0.382024277,-0.73624382,0.46065825,-0.500681951,NA
Q15814,-1.710074677,-0.733149261,-0.031530372,0.463058857,-0.54185502,0.743525096,0.876600131,-0.150616607,-0.117419462,0.131073312,-0.141277534,-0.119598583,0.017863175,-0.651207161,-0.444131898,0.155201883,-0.114620185,-1.591288537,0.805556244,-0.038908614,-0.820821209,0.217141327,-0.514761949,0.698201997,-0.636478552,0.704558579
Q15833,-0.330752717,0.229973025,0.370443101,-0.377721469,-0.905410598,-0.387960561,0.370743285,-0.40749161,-0.236113676,-0.785684283,-0.236248816,-0.015553977,0.264763138,-0.321693174,0.379531111,-0.089008878,-0.064749365,-0.527418284,0.258652437,-0.320818145,0.218835786,-0.295300382,0.400956923,0.135879639,0.570913502,-0.076253277
