,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A
P06730,0.399677194,-0.753854006,-0.16301397,0.54132774,-0.528413702,0.360065229,-0.12401275,0.264810206,0.140627175,-0.279739815,-0.943179736,0.213940117,0.145315579,-0.124923913,-0.506359251,0.544350807,0.178020705,0.105012904,-0.800007235,-0.608099978,0.626351903,-0.013503849,0.124610072,-0.216894094,0.195907787,0.315466968
P06733,-0.065647871,0.165536266,0.001793101,0.18722936,-0.068572045,0.671201819,0.296128262,0.514557043,0.469286882,1.682212024,0.6705828,-0.112201185,-0.089814496,0.72785816,0.055396453,0.058188427,1.055456149,-1.535243708,-0.060408926,1.723148624,0.131326313,-0.085457332,0.558870947,1.474449884,0.871596087,-0.306939596
P06744,-0.022932013,-0.047939215,0.114881379,0.452288465,0.06976107,0.127085539,0.214129773,-0.121458864,-0.002298155,0.065155118,0.369999027,0.273149845,0.392617508,0.42425512,-0.292372977,-0.432020662,-0.034446362,-4.010763865,-0.15553257,0.231940798,-0.233047916,-0.232558408,0.101996311,0.241015939,0.236265486,0.007138935
P06748,-0.326903698,0.202083842,0.168902693,-0.478800867,0.185620192,-0.656917482,-1.001305162,-0.194724193,-0.226627243,0.871764393,-0.698424432,-0.207400795,-0.074154805,-0.452132832,0.166876463,-1.530881316,-0.054344199,1.049160072,-0.518943281,0.783171394,0.151518364,-0.507628917,-0.851580245,-1.146912123,0.234277738,-0.809497216
P06753,0.783111613,0.355754127,0.101303988,-0.208986162,-0.373327962,0.48734206,0.767902275,-0.498951209,-0.049250014,0.511262461,-0.127655901,0.063375647,0.07919273,0.078128201,0.575299951,-0.303740193,-0.387143114,-0.165702575,0.289945972,0.091475791,0.432270949,-0.735934906,-1.490774626,-0.104336729,0.177565876,-0.047342854
P06753-2,0.105624311,0.075054658,0.043568984,-0.168715755,-0.366331171,0.399704546,0.141534937,0.411520153,-0.26451619,0.029171766,0.01958116,0.0008967,0.019272348,0.332813935,0.207593456,0.111301726,-0.701101848,-0.188179966,-0.335961703,-0.194286638,0.352960745,-0.318204307,-0.139579344,0.384644,0.08856253,-0.125647447
P07093-2,-0.601714084,1.933717409,-0.162272301,0.129133862,-0.036842836,0.363112951,-0.567579215,-0.141946106,1.020477102,0.069697553,-0.553399942,0.948710937,-0.432999288,0.560943575,-0.840500405,0.451679172,-0.147850073,-1.152899838,-0.300119466,-0.157664644,-0.220225143,0.328572123,0.310193698,0.569995398,0.204876216,1.099386529
P07099,0.326522266,0.220909534,0.151961624,0.020418534,0.081324928,0.110189891,-0.224758526,-0.060218517,0.010236192,-0.993511098,-0.459060786,-0.561449685,-0.834139991,-0.196158103,-0.046965371,0.372484655,-0.341986308,0.21949883,-0.581502845,-0.345099333,-0.164953718,0.140369055,0.734784602,0.148008013,0.106748367,-0.212478643
P07108-4,-1.020773949,-0.171854604,-0.166209105,0.601568402,1.782132789,0.447965464,-1.378469377,0.602020787,-1.94379089,-0.234772522,-1.422594767,0.413119667,-0.01193489,0.363325163,1.60681233,0.397782355,-0.172696275,NA,0.011836966,-1.982503137,-1.232239895,-0.311129392,0.970650206,0.772930177,-0.34531503,0.364481425
P07203,0.099360815,0.314717576,0.321037641,0.057703062,0.512138269,0.061352598,0.661232828,0.19591341,-0.273874793,-0.057500969,0.016998117,0.223658387,0.521791456,0.905297975,-0.258354384,0.641152963,0.201762419,-1.111397982,0.390630911,0.052086971,-0.909260133,-0.403275114,0.011651997,0.274427599,-0.526695899,-0.328933773
P07237,-0.247574495,-0.136185047,-0.432666656,-0.2861715,-0.681036896,0.431655061,0.043242867,0,-0.397788434,0.100701753,-0.134310438,-0.027513553,-0.023513582,0.405923394,-0.582129057,-0.024660095,-0.533735101,0.245989283,0.004078154,0.170023641,-0.271322076,0.191233743,-0.223525693,0.23832123,0.138741113,-0.021821913
P07339,0.165044584,0.802025829,1.046597261,0.528521572,1.613290935,-0.411300428,1.152743014,1.112013862,-0.171889536,1.544116108,-0.096804005,0.972890504,0.307530775,0.573890234,0.664557265,0.740080427,0.588887504,0.021696541,0.588416332,1.136135196,-0.090730817,0.049649709,0.685356201,-0.923707132,0.886756896,0.635721823
P07355,0.345475106,NA,0.24851133,-2.540831005,NA,-1.872724836,-2.751215856,1.06398705,-2.630083565,2.018588308,-0.442229139,-0.510067556,NA,NA,1.846192414,0.411118143,2.511232341,-0.994807186,-0.060321934,2.932696162,1.849219055,NA,1.09867229,0,2.349789554,-0.448308527
P07437,0.953825876,-0.593485167,1.416448767,-0.02085091,0.404363597,0.444643875,-0.996134091,1.039783421,1.885024643,2.769630244,0.411985791,0.637931984,-2.545387886,-0.873268203,-0.552228455,-0.475990892,1.907059232,0.321954596,0.62971873,2.319748212,-0.598372033,0.673943769,1.509070131,1.557160482,1.874739149,0.01682606
P07686,-0.679590359,-1.520039426,-0.927343029,0.148514469,-3.375810676,-0.087280848,0.395881644,-0.273751349,0.206286012,0.432457643,-0.50306208,-0.02435283,-0.382172175,-0.819637336,-2.061273181,0.588863528,0.082980025,-2.760551987,0.257133577,-0.312103569,-0.190483888,-0.513842249,-0.81278713,0.215164954,-0.004514426,0.004500344
P07737,-0.073659055,0.126742772,0.107493786,-0.16070694,0.054057102,0.300525263,0.760640469,0.624777998,-0.26366584,1.058394109,0.108503731,-0.318191944,0,0.262707867,-0.613779737,-0.054672851,0.16084417,-1.181980454,0.035730899,0.671247172,-0.471061346,-1.562343001,-0.226017856,0.443283174,0.481254621,-0.06683255
P07738,-0.097699989,-0.270097361,-1.170697135,-0.507733502,-0.082824059,1.054878931,-0.563513102,-0.283438497,0.324041359,-0.432585662,0.571478165,-0.048181418,-0.819448431,0.091474199,-0.186040132,-0.10275148,-0.68227949,-3.328928262,-0.448398517,0.045552542,-0.570796231,-1.259801872,-0.145556408,0.715731343,-0.252855353,0.294539255
P07814,1.239049027,0.287488641,0.137058635,-0.238444847,-0.428958201,0.403069595,0.516285008,-0.368338715,0.799034947,0.134926034,-0.172540344,-0.956410377,0.478457871,-0.040131014,-1.149693988,0.26491425,0.9636437,0.0557761,0.700455264,0.20876053,0.986010732,-0.218376474,0.66620906,0.074185067,0.084129375,-0.280913783
P07858,0.02369949,1.217271019,0.908915859,1.358533748,0.63046582,1.017117351,1.482651609,0.576316101,0.316898158,0.506891402,0.342113736,0.676761787,1.246674558,1.512838339,-0.579776477,1.133413292,0.288193219,0.96706373,0.427655297,-0.426606026,0.597155888,-0.504585681,-0.155910811,-0.668481824,-0.76790258,-0.471032914
P07900,-0.0490269,-0.203492226,0.544597174,0.44791097,0.121017957,-0.618570538,0.263470475,0.082127926,-0.386406414,0.157162448,0.634681852,0.144735121,-0.245852371,0.192488733,0.193288142,-0.335865619,0.332146495,-5.180932625,0.194830141,-0.009913967,0,-0.082330755,0.268914089,-0.38959317,0.316684926,-0.307928124
P07942,-0.759711444,-0.046278351,-3.998327253,-0.974925171,0.104035506,-1.190637895,-3.481807771,-0.654268092,0.504018562,-1.836169603,NA,-0.324613913,-0.612051051,-0.68799283,1.175355888,-0.991997177,-0.453079407,0.527925572,-0.1565204,-1.340883337,-0.367336761,0.851486275,NA,0.703755292,-1.049790696,0.298099182
P07954,-0.354571676,-0.434604053,-0.24698265,0.019006156,0.317133106,0.211924535,0.322174715,-0.0404557,0.251430207,-0.090097347,0.086431506,-0.025816995,0.10304679,0.135671905,0.230181452,-0.087644941,0.045217022,-1.197183556,0.432641295,-0.270038706,-0.151523613,0.248856066,-0.477480542,-0.012617256,-0.349261756,0.142423171
P08133,0.20010576,-0.453087359,0.572120708,0.799935014,0.178412801,0.27934372,0.00082484,0.528511515,0.844651616,0.228936933,0.147316685,-0.071063254,-0.872603154,0.454373009,0.06738557,-0.232013201,0.89064199,0.240409229,-0.033701035,0.27720003,-0.134229967,0.293619766,0.346420433,0.493467291,0.794280084,-0.390677438
P08195,-0.168990711,-0.476008076,-0.704046499,-0.245990623,0.543212687,-0.152612322,-0.440077431,0.680540641,0.0523501,0.056223233,0.264914529,0.327607952,-0.01003151,-0.006876825,-0.101831259,0.463655595,0.590445809,0.273147098,-0.17690592,0.332042348,0.416397311,0.741255115,0.516736732,0.397957222,0.332643661,0.287365282
P08237,0.452636748,0.385415468,-0.023688791,-1.760329982,-1.076756384,-0.577290597,0.444545217,0.757756957,-1.144665361,1.076432778,1.464722097,0.562310112,NA,-0.840416832,0.162000804,-0.15136064,1.003854869,0.792102275,-0.743228219,-0.248032344,NA,-0.066262358,-0.340197971,-1.067434781,-0.802677739,0.529315375
P08238,0.056551421,-0.123130562,-0.231975312,-0.012078216,-0.508700311,-0.756825019,-0.063361561,-0.162212158,-0.602967538,0.346988165,0.292569049,0.023884774,-0.146967162,-0.950215498,-0.106562856,-0.603230178,0.326819869,-3.40467067,0.413477849,0.566395507,-0.404359756,-0.11405133,-0.153652988,-0.394157122,0.295365498,-0.556096981
P08559,-0.298690959,-0.27954316,-0.134326584,-0.161417484,-0.159364089,0.008695802,0.178671791,0.068406236,0.018571624,-0.144058811,-0.104499341,-0.287168836,-0.286558429,0.017619235,0.0547513,0.331933715,-0.229017936,0.342657833,0.459806152,-0.151662293,0.233375581,0.178897828,0.076841886,0.299923729,0.008238498,-0.18674666
P08572,NA,-0.970631716,-0.539572544,-2.354912504,-2.017449135,0.88406673,NA,1.555820641,-2.43114009,-0.273976461,1.115689114,-1.825853798,-1.174841186,-2.477304169,0.48843097,0.220592228,0.295378971,-0.725114253,0.170314123,0.82301567,-1.814901408,0.227802563,0.654902793,-0.300017557,-0.160674599,-0.78199751
P08574,0.751267325,-1.531337002,0.532084174,0.783627505,-0.313805145,0.31741251,-0.710425918,-0.155754107,-0.667304448,-0.454590992,-0.50587205,0.524965281,-0.923084271,0.086229496,-0.45747424,0.165306628,-0.538588031,1.029243546,0.159906863,-0.682423871,-0.049653389,0.490061967,-0.94273412,0.420800232,-0.34721131,-0.227819018
P08670,0.561053951,-1.31039526,2.760179011,-0.763400462,1.906455419,3.2413374,-0.913100714,0.59329142,4.244144731,4.093556072,-0.379739762,1.653676041,-1.376314427,1.104002541,-1.075443111,-0.9028106,2.703361064,0.962810495,0.544134286,3.318486608,0.645517641,-0.362386864,2.105036732,3.004885522,3.301165546,-1.085415692
P08708,1.311621774,0.642988507,0.373123165,1.095809647,0.112759593,NA,0.930272039,0.203390757,0.16607439,0.276488823,0.050301841,-0.371223154,NA,0.77309235,NA,0.281907332,-0.238003683,NA,0.644757659,0.467401168,0.167668921,-1.331575757,-0.227679103,0.151232544,-0.543987631,0.311142673
P08754,-0.956862074,-0.303243134,0.470523484,-1.679499614,-2.795463759,NA,0.213351742,0.87996531,0.806840401,0.105044352,-0.324319313,0.622019296,NA,-0.715424787,0.684014889,0.113290202,0.269357634,-0.039839169,0.981077048,0.700722525,1.38632941,-0.86668973,0.244187387,1.047477993,0.312034134,1.329262265
P08758,-0.12981858,0.079551069,0.727339747,-0.435181239,0.252156744,1.299484939,0.086646936,0.399888391,-0.541120974,0.150674306,-0.114019718,-1.322541231,-2.41280978,-0.296322187,0.171718449,-0.617533273,-0.142717409,0.243085907,-1.871355254,-0.067740723,0.4190622,-0.334227503,0.806353116,0.65946261,1.473065063,-0.526244585
P08833,-1.151703115,-1.867951454,-0.524018504,1.449900779,-0.835115033,-0.008642756,0.524644582,0.234098153,-0.352092807,0,1.162521744,0.488415281,-1.28157208,0.234950189,-0.397418785,-0.891952731,-0.199437951,-1.072076051,0.403613709,0.308797812,0.533456288,0.948187408,1.023119299,-0.971973908,0.256881128,-0.270663509
P08865,0.824090671,0.719672907,0.445034073,0.12595283,-0.088629024,-1.210164255,0.180660816,0.455700927,-0.108554323,1.235984141,-0.133751715,-0.599796284,0.178939379,0.335695256,0.174308147,0.27050633,0.642744842,-0.367110178,0.142541154,0.857272812,0.262866104,0.305285097,0.714781433,0.083191063,0.860017218,0.303937553
P09110,-0.540282015,-0.311046738,0.122074568,0.620691038,0.799311576,0.123094387,-0.07713693,0.141741622,-0.706122426,0.229419654,-1.223853668,0.031079406,0.213514577,-0.096561048,-0.028197988,-0.028443014,-0.256059337,-0.046002372,-0.313498785,0.292588815,0.272914532,0.264444166,0.023926455,0,-0.317360311,0.568788786
P09211,-1.0710173,0.204053566,0.223942761,0.241996892,-0.644185811,0.092314289,0.845476204,-0.88323874,0.022804207,0.383907716,-1.533483092,0.003683049,0.33959502,0.923848428,-1.331867356,0.03727015,-0.236638366,NA,-0.204643221,0.609535095,0.323389881,-1.553472118,-0.660258662,1.68322329,-1.264522926,0.905636878
P09382,0.012230786,-0.115287757,-0.622096963,-0.283783653,-0.07536958,0.531136112,-0.3583573,0.225314933,0.489171373,0.654099031,-0.725903438,-0.425777736,1.270668228,0.433769,-1.043138045,-1.127208825,0.398966241,-0.264193999,0.164929837,0.098756909,-0.465470572,-0.358561389,-0.466945813,1.023592129,-0.3554515,0.026794626
P09417,-0.680586318,0.293443698,-0.361798812,0.100306189,0.489294319,0.487170502,0.320759641,0.559416669,-0.185842753,0.678752337,-0.343803698,0.472604175,-0.546838199,0.963461291,0.027412337,-0.429293645,-0.123316108,-0.435385407,-0.385019268,-0.351612644,0.137761477,0.382830249,-0.215094861,0.723643576,-0.626079919,0
P09455,0.972416351,-1.30459136,2.288429462,1.010528806,2.124575651,-0.001303666,0.749056853,2.357245376,3.656109822,4.349176957,-0.42601646,1.528503862,NA,0.543250511,0.001302489,0.431870097,3.159578922,-1.215999381,-1.077069662,1.158070791,-1.852622171,0.130114149,-0.791905627,0.428097416,1.288340211,NA
P09493-10,-0.419594977,0.248221906,-1.005202915,-0.599257931,-0.483705505,0.336555876,-0.146217263,-0.005363657,-0.709508955,-0.150905177,0.101824622,-0.086165966,0.1341838,-0.231045996,-0.440112414,-0.393545254,-0.522790714,0.093366051,-0.066456302,0.147371419,0.258328212,0.070782921,-0.389576315,-0.629152677,0.20741137,0.217761235
P09493-5,0.127296925,0.968124141,1.26998959,0.371132812,-0.421109837,0.822040116,0.418067198,0.124596074,0.488866426,0.104012812,-2.220195735,0.233845831,-0.381912381,0.9328294,-1.60020754,-0.638184571,-1.312995894,0.293269153,-1.867340621,0.477047074,0.28889597,-0.489336835,-0.901684885,-0.867485673,-0.833497245,0
P09496-2,0.074309989,-0.42830406,0.21217874,-0.225917854,-0.041722294,0.081230058,0.001385136,-0.109204963,-0.272090084,-0.740468316,0.373000426,-0.524424298,-0.227396605,-0.324364406,0.009418199,-0.710414125,-0.917734303,-0.719119439,-0.200125254,-0.196757291,0.352195189,0.197860655,0.133742726,0.09079368,0.393962505,0.083178627
P09497-2,0.283879818,-0.114832813,-0.465423307,-0.083785347,-1.056605507,0.466815338,-0.250208165,0.126034714,0.388409227,-0.34126508,0.416855603,-0.414422641,0.501897707,0.325538535,0.354196168,-0.362154154,-0.777671713,-2.341346488,-0.271960701,-0.175907277,-0.433035969,-0.004997205,-0.606450924,0.380750242,-1.07312988,0.062135926
P09543,-0.119933611,-0.502652438,0.391192413,0.617731529,-0.397334547,0.507846281,0.28898347,-0.277054686,0.215477886,-0.51934062,1.241390625,0.024458602,-0.867741956,-0.197936278,0.061619531,-0.710524784,0.894366011,0.769583656,0.538353264,-0.074544761,-0.123894385,0.664187356,-0.45259107,-1.767583926,-1.016230681,-0.6596561
P09619,0.001720308,-0.499526093,-0.75327845,-0.493091475,-0.163122174,-0.097512736,0.111601336,0.256289085,-0.028614895,-1.653626353,-0.2000211,-0.23833885,0.365220942,-0.081234587,-1.376586518,-0.145222936,-0.440169867,0.073057194,0.205390702,0.079621078,0.376680576,-0.01881337,-0.216140379,0.83878087,0.457262246,0.438416047
P09622,-0.127246084,0.060559985,-0.321306081,-0.576115884,0.34646728,-0.022216076,0.145686058,0.108589586,0.092718226,-0.206857191,0.092272899,-0.033176797,0.64912473,0.4299052,-0.216826046,-0.014859666,0.046372934,-0.291720859,0.387471472,-0.53802318,-0.058576551,0.30632878,-0.198363924,-0.087540536,-0.591814323,0.201559947
P09669,0.01432601,-0.57483195,-0.742931193,-0.183552382,0.192334003,-0.658716666,0.163405075,0.535902947,0.252985286,-0.392874295,-0.014295175,0.186127187,-0.045239149,-0.545563301,-1.530506183,-0.076144842,0.677015878,-0.505869484,0.522563198,0.425260507,0.583373821,0.001031787,-0.007309328,0.301656155,-0.459024726,1.264586336
P09936,-1.056425112,0.088937171,-0.736351446,-0.0995566,0.333879133,0.609251016,0.323968486,0.171610295,0.049419944,0.659837023,0.283065145,0.173145354,-0.587887923,0.317211399,-0.049866047,-0.142649127,-0.002224094,-4.061517774,0.057772938,-0.307429427,-0.216831269,-0.554449078,-0.36743004,-0.014113826,-0.266280328,0.006128169
P09960,-1.039449869,0.342479495,-0.239255196,-0.042221616,-0.144961857,0.300687041,0.046364048,0.467857586,-0.51548595,0.049745887,-0.558259868,-0.241176804,1.410031662,0.027429231,-0.296277622,-0.373567854,-0.266565021,NA,-1.051885894,-0.305313709,0.123814774,-0.990191475,-1.703177865,NA,-0.786652061,0.168463547
P09972,-1.080640183,-2.207851204,-0.767618865,-0.040742664,0.027037232,0.14113781,-0.038705338,-0.563771408,0.060222234,0,0.001661871,-0.368603329,-1.098075585,0.666297168,0.026235062,-0.157938856,0.147926828,-3.485613369,-0.561571914,0.66352187,0.305535345,0.205488339,-0.178299473,0.577155138,0.363776957,0.467189753
P0C1S8,-2.118387715,NA,-1.468879342,0,-1.969034142,-0.148880769,-0.98067139,-3.137819675,-1.737622445,-0.891621563,-1.56056147,-1.97573132,NA,-1.708813394,-0.496592462,-2.023924828,-0.672696896,1.101778538,-1.042735597,-1.308457843,-0.372548279,1.136136654,-1.688284373,-1.291012156,-1.152145021,-0.385580717
P10253,-0.231001507,0.765251239,0.278640191,-1.662201471,0.2243241,-0.6266201,0.0796374,1.358356583,-0.456649146,1.033814812,0.427353245,-0.231303126,0.833282692,1.116256829,-2.01376392,1.290394836,-0.469871943,0.907828614,-0.587283992,-1.675711127,-0.206671301,0.391475996,1.399520291,0.121068981,-0.535045447,-0.737221948
P10515,-0.074855035,-0.135766592,-0.292212519,-0.258460134,0.186968922,0.058124966,0.12089129,0.160524481,0.292136981,-0.064011092,0.224130527,0.004674279,0.557108511,0.393127851,0.550954462,-0.287896126,-0.026305074,0.471222548,-0.032476802,-0.372376872,-0.088323287,0.269982285,-0.409422372,0.155874761,-0.226022969,0.183705432
P10599,0.033492247,0.214245886,-0.489504524,-0.146502076,0.75927099,-0.490781481,-0.80281984,-0.50274148,-0.927941949,0.740180834,0.257458748,-0.441767885,0.09229014,-0.053865682,-1.098855841,-0.54363949,-0.523744854,NA,0.105615587,0.495717812,0.272080346,-0.843892302,0.117884456,0.728876058,-0.696641772,0.653901387
P10606,-0.156810332,0.080567064,-0.416111302,0.388302328,-0.104813863,-0.983029337,0.519947288,0.482404739,0.079596665,-0.683751946,0.292994507,-0.085132792,0.176531093,-0.417478965,-0.817484556,0.369999686,0.229783495,0.006799962,0.436979083,-0.140824516,-0.001768684,0.270550666,0.151496045,-0.143556004,-0.26536209,0.552347601
P10644,-0.647935211,-0.316791167,0.055002137,-0.04741629,-0.097947319,0.494855052,0.22689908,-0.692275602,0.261015625,0.128240277,0.351625016,0.356582052,-0.656898882,0.167133138,0.302002031,0.126619878,-0.233064971,-0.12045338,0.342480805,0.718998477,0.59046516,0.43418515,0.244075227,0.566278954,0.177966255,0.24275288
P10645,-1.076779865,-0.925129457,-0.448082125,0.089030099,0.477897983,-0.384865977,0.585191881,-2.079390788,1.201281177,-2.600970498,-0.279819061,0.118936567,-0.17541178,-1.109187958,0.37197464,-0.246612531,-0.654551051,0.001195448,-1.457590807,-1.754970733,0.627881709,0.498298357,-0.114469465,-1.129967725,0.685112915,0.194420172
P10768,-1.229875068,-1.299745405,-1.074218175,-0.596372211,-0.38984653,0.93026719,-0.642738588,0.082547024,-0.068050363,0.54023936,0.43286083,-0.201489044,NA,0.029999346,-0.709120772,-0.450920397,0.413331973,-0.207237865,0.740238815,-0.430130603,0.052171023,-1.947323006,-1.714031845,1.53683916,-0.233960888,0.658128744
P10809,-0.2485031,-0.430959411,-0.116615608,-0.351855953,0.208773348,0.055347353,0.157456762,-0.055047936,-0.015590369,-0.286245035,-0.002598846,-0.055061406,0.194159001,0.30432989,-0.006523189,0.024905362,0.004345022,-0.13042489,0.015918776,-0.144970708,-0.473838211,0.302384532,0.067821436,0.073617288,-0.272374924,0.157585358
